Time,PIR1,PIR2,PIR3,PIR4,PIR5,PIR6,LDR
2014-03-17T18:56:28.647Z,0,0,0,100,0,0,732
2014-03-17T18:56:38.665Z,16,0,0,0,0,0,733
2014-03-17T18:56:48.679Z,2,0,42,0,3,0,732
2014-03-17T18:56:58.697Z,0,0,7,0,0,0,733
2014-03-17T18:57:08.711Z,0,0,0,0,0,0,733
2014-03-17T18:57:18.725Z,0,0,0,0,0,0,733
2014-03-17T18:57:28.743Z,0,0,31,0,0,0,733
2014-03-17T18:57:38.758Z,0,9,31,0,0,0,733
2014-03-17T18:57:48.772Z,0,0,13,0,0,0,733
2014-03-17T18:57:58.790Z,0,0,6,0,0,0,732
2014-03-17T18:58:08.804Z,0,0,0,29,0,0,733
2014-03-17T18:58:18.822Z,43,6,0,100,0,0,733
2014-03-17T18:58:28.836Z,0,0,0,100,0,0,733
2014-03-17T18:58:38.851Z,0,0,0,100,0,0,733
2014-03-17T18:58:48.875Z,0,0,34,0,0,0,732
2014-03-17T18:58:58.883Z,0,0,7,0,0,0,732
2014-03-17T18:59:08.898Z,0,0,0,28,0,0,734
2014-03-17T18:59:18.915Z,0,0,0,98,0,0,732
2014-03-17T18:59:28.929Z,0,0,23,0,0,0,734
2014-03-17T18:59:38.946Z,0,0,0,0,0,0,733
2014-03-17T18:59:48.962Z,0,0,0,100,0,0,733
2014-03-17T18:59:58.976Z,0,0,3,8,0,0,733
2014-03-17T19:00:08.994Z,0,0,11,56,0,0,731
2014-03-17T19:00:19.007Z,0,0,0,26,0,0,733
2014-03-17T19:00:29.022Z,0,0,0,63,0,0,733
2014-03-17T19:00:39.040Z,0,0,11,52,0,0,733
2014-03-17T19:00:49.054Z,0,0,0,46,0,0,733
2014-03-17T19:00:59.072Z,0,0,0,18,0,0,733
2014-03-17T19:01:09.087Z,0,0,0,80,0,0,732
2014-03-17T19:01:19.101Z,0,0,0,31,0,0,732
2014-03-17T19:01:29.118Z,0,0,0,25,0,0,732
2014-03-17T19:01:39.132Z,0,15,0,57,0,0,733
2014-03-17T19:01:49.151Z,0,14,0,53,0,0,733
2014-03-17T19:01:59.164Z,0,29,0,49,0,0,732
2014-03-17T19:02:09.179Z,0,34,0,47,0,0,732
2014-03-17T19:02:19.198Z,0,0,0,17,0,0,733
2014-03-17T19:02:29.212Z,0,0,0,47,0,0,733
2014-03-17T19:02:39.229Z,0,11,31,70,0,0,732
2014-03-17T19:02:49.243Z,0,42,46,43,0,0,732
2014-03-17T19:02:59.258Z,0,0,5,44,0,0,733
2014-03-17T19:03:09.275Z,0,0,0,36,0,0,732
2014-03-17T19:03:19.292Z,0,0,21,38,0,0,733
2014-03-17T19:03:29.305Z,0,0,10,52,0,0,733
2014-03-17T19:03:39.323Z,0,0,0,42,0,0,731
2014-03-17T19:03:49.336Z,0,17,7,40,0,0,732
2014-03-17T19:03:59.354Z,0,19,0,41,0,0,733
2014-03-17T19:04:09.369Z,0,0,0,52,0,0,732
2014-03-17T19:04:19.383Z,0,0,34,39,0,0,733
2014-03-17T19:04:29.401Z,0,0,0,40,0,0,733
2014-03-17T19:04:39.415Z,0,7,0,56,0,0,732
2014-03-17T19:04:49.433Z,0,8,0,34,0,0,733
2014-03-17T19:04:59.448Z,0,16,0,46,0,0,733
2014-03-17T19:05:09.461Z,0,0,0,50,0,0,733
2014-03-17T19:05:19.479Z,5,0,0,40,0,0,733
2014-03-17T19:05:29.495Z,14,0,11,34,0,0,732
2014-03-17T19:05:39.509Z,0,0,13,49,0,0,733
2014-03-17T19:05:49.526Z,0,0,3,49,0,0,733
2014-03-17T19:05:59.540Z,0,0,0,45,0,0,732
2014-03-17T19:06:09.559Z,0,0,0,45,0,0,733
2014-03-17T19:06:19.572Z,0,0,0,43,0,0,732
2014-03-17T19:06:29.587Z,0,0,0,40,0,0,733
2014-03-17T19:06:39.606Z,0,0,1,49,0,0,733
2014-03-17T19:06:49.619Z,0,0,8,45,0,0,732
2014-03-17T19:06:59.633Z,0,0,0,40,0,0,733
2014-03-17T19:07:09.650Z,0,0,0,42,0,0,733
2014-03-17T19:07:19.666Z,0,0,0,49,0,0,733
2014-03-17T19:07:29.683Z,0,0,0,38,0,0,733
2014-03-17T19:07:39.698Z,0,0,4,40,0,0,733
2014-03-17T19:07:49.712Z,0,0,3,40,0,0,732
2014-03-17T19:07:59.730Z,0,0,0,41,0,0,733
2014-03-17T19:08:09.744Z,0,0,18,47,0,0,733
2014-03-17T19:08:19.758Z,0,0,0,46,0,0,733
2014-03-17T19:08:29.775Z,0,0,24,47,0,0,733
2014-03-17T19:08:39.790Z,0,0,22,38,0,0,733
2014-03-17T19:08:49.809Z,0,0,53,40,0,0,733
2014-03-17T19:08:59.823Z,0,0,11,44,0,0,733
2014-03-17T19:09:09.836Z,0,0,20,51,0,0,733
2014-03-17T19:09:19.855Z,0,0,0,60,0,0,733
2014-03-17T19:09:29.869Z,0,0,0,14,0,0,733
2014-03-17T19:09:39.883Z,0,0,9,46,0,0,732
2014-03-17T19:09:49.902Z,0,0,0,56,0,0,732
2014-03-17T19:09:59.916Z,0,0,0,57,0,0,733
2014-03-17T19:10:09.934Z,0,0,0,43,0,0,733
2014-03-17T19:10:19.948Z,0,0,0,37,0,0,733
2014-03-17T19:10:29.962Z,0,0,17,39,0,0,732
2014-03-17T19:10:39.980Z,0,0,15,45,0,0,732
2014-03-17T19:10:49.994Z,0,0,28,52,0,0,732
2014-03-17T19:11:00.012Z,0,0,36,31,0,0,733
2014-03-17T19:11:10.027Z,0,0,6,58,0,0,732
2014-03-17T19:11:20.041Z,0,0,13,30,0,0,732
2014-03-17T19:11:30.059Z,0,0,1,57,0,0,733
2014-03-17T19:11:40.072Z,0,0,15,38,0,0,732
2014-03-17T19:11:50.087Z,0,0,0,34,0,0,732
2014-03-17T19:12:00.106Z,0,0,0,54,0,0,732
2014-03-17T19:12:10.120Z,0,0,0,41,0,0,733
2014-03-17T19:12:20.137Z,0,0,5,33,0,0,733
2014-03-17T19:12:30.152Z,0,0,0,53,0,0,732
2014-03-17T19:12:40.166Z,0,0,0,50,0,0,732
2014-03-17T19:12:50.183Z,0,0,0,45,0,0,733
2014-03-17T19:13:00.198Z,0,0,0,42,0,0,732
2014-03-17T19:13:10.213Z,0,0,22,36,0,0,733
2014-03-17T19:13:20.231Z,0,0,36,39,0,0,733
2014-03-17T19:13:30.244Z,0,0,17,30,0,0,733
2014-03-17T19:13:40.262Z,0,0,0,32,0,0,733
2014-03-17T19:13:50.277Z,0,0,0,50,0,0,732
2014-03-17T19:14:00.291Z,0,0,0,52,23,0,733
2014-03-17T19:14:10.309Z,0,0,0,55,0,0,732
2014-03-17T19:14:20.323Z,0,0,0,40,0,0,733
2014-03-17T19:14:30.338Z,0,0,0,42,0,0,732
2014-03-17T19:14:40.356Z,0,0,0,42,0,0,733
2014-03-17T19:14:50.369Z,0,0,0,41,0,0,733
2014-03-17T19:15:00.387Z,0,0,0,56,0,0,732
2014-03-17T19:15:10.402Z,0,0,0,36,0,0,733
2014-03-17T19:15:20.416Z,0,0,0,35,0,0,733
2014-03-17T19:15:30.434Z,0,0,0,57,0,0,732
2014-03-17T19:15:40.448Z,3,0,0,33,0,0,732
2014-03-17T19:15:50.463Z,10,0,0,45,0,0,732
2014-03-17T19:16:00.480Z,0,0,0,39,0,0,733
2014-03-17T19:16:10.494Z,0,0,0,53,0,0,732
2014-03-17T19:16:20.513Z,0,0,0,37,0,0,732
2014-03-17T19:16:30.527Z,0,0,0,40,0,0,734
2014-03-17T19:16:40.541Z,0,0,0,39,0,0,733
2014-03-17T19:16:50.559Z,0,0,0,42,0,0,733
2014-03-17T19:17:00.573Z,0,0,0,47,0,0,733
2014-03-17T19:17:10.587Z,0,0,0,48,0,0,732
2014-03-17T19:17:20.606Z,0,0,0,40,0,0,733
2014-03-17T19:17:30.620Z,0,0,0,40,0,0,733
2014-03-17T19:17:40.634Z,0,0,0,48,0,0,732
2014-03-17T19:17:50.652Z,0,0,0,47,0,0,733
2014-03-17T19:18:00.666Z,0,0,0,45,0,0,733
2014-03-17T19:18:10.684Z,0,0,0,31,0,0,733
2014-03-17T19:18:20.699Z,0,0,0,46,0,0,732
2014-03-17T19:18:30.713Z,0,0,0,50,0,0,733
2014-03-17T19:18:40.731Z,0,0,0,33,0,0,733
2014-03-17T19:18:50.745Z,0,0,0,54,0,0,733
2014-03-17T19:19:00.763Z,0,0,16,35,0,0,733
2014-03-17T19:19:10.777Z,0,0,0,47,0,0,733
2014-03-17T19:19:20.791Z,0,0,0,48,0,0,732
2014-03-17T19:19:30.810Z,0,0,0,39,0,0,732
2014-03-17T19:19:40.824Z,0,0,0,34,0,0,733
2014-03-17T19:19:50.838Z,0,0,0,50,0,0,733
2014-03-17T19:20:00.856Z,0,0,0,43,0,0,732
2014-03-17T19:20:10.870Z,0,15,0,33,0,0,732
2014-03-17T19:20:20.888Z,0,14,0,54,0,0,732
2014-03-17T19:20:30.903Z,0,0,0,37,0,0,732
2014-03-17T19:20:40.917Z,0,0,0,37,0,0,732
2014-03-17T19:20:50.934Z,0,0,0,42,0,0,732
2014-03-17T19:21:00.949Z,0,0,11,43,0,0,733
2014-03-17T19:21:10.963Z,0,0,12,50,0,0,732
2014-03-17T19:21:20.980Z,0,0,0,53,0,0,733
2014-03-17T19:21:30.995Z,0,0,0,48,0,0,732
2014-03-17T19:21:41.010Z,0,0,0,8,0,0,733
2014-03-17T19:21:51.028Z,0,0,0,86,0,0,732
2014-03-17T19:22:01.041Z,0,0,0,9,0,0,732
2014-03-17T19:22:11.059Z,0,0,0,58,0,0,732
2014-03-17T19:22:21.074Z,0,0,0,64,0,0,732
2014-03-17T19:22:31.088Z,0,0,0,18,0,0,733
2014-03-17T19:22:41.107Z,0,0,0,27,0,0,733
2014-03-17T19:22:51.121Z,0,0,0,44,0,0,732
2014-03-17T19:23:01.134Z,0,0,0,46,0,0,733
2014-03-17T19:23:11.153Z,0,0,0,50,0,0,732
2014-03-17T19:23:21.167Z,0,0,0,42,0,0,732
2014-03-17T19:23:31.184Z,0,0,0,35,0,0,733
2014-03-17T19:23:41.200Z,0,0,0,53,0,0,733
2014-03-17T19:23:51.214Z,0,0,0,33,0,0,733
2014-03-17T19:24:01.232Z,0,0,0,53,0,0,733
2014-03-17T19:24:11.245Z,0,0,0,30,0,0,733
2014-03-17T19:24:21.260Z,0,0,0,45,0,0,732
2014-03-17T19:24:31.277Z,0,0,0,48,0,0,733
2014-03-17T19:24:41.291Z,0,0,0,30,0,0,733
2014-03-17T19:24:51.306Z,0,0,0,51,0,0,732
2014-03-17T19:25:01.325Z,0,0,0,40,0,0,733
2014-03-17T19:25:11.338Z,0,0,0,33,0,0,732
2014-03-17T19:25:21.356Z,0,0,17,43,0,0,733
2014-03-17T19:25:31.370Z,0,0,0,50,0,0,732
2014-03-17T19:25:41.385Z,0,0,0,41,0,0,732
2014-03-17T19:25:51.404Z,0,0,0,34,0,0,733
2014-03-17T19:26:01.417Z,0,0,0,43,0,0,732
2014-03-17T19:26:11.436Z,0,0,0,47,0,22,732
2014-03-17T19:26:21.449Z,0,0,0,30,0,43,733
2014-03-17T19:26:31.463Z,0,0,0,44,0,54,732
2014-03-17T19:26:41.481Z,0,0,0,52,0,40,732
2014-03-17T19:26:51.497Z,0,0,0,33,0,20,732
2014-03-17T19:27:01.514Z,0,0,0,36,0,50,733
2014-03-17T19:27:11.527Z,0,0,0,53,0,55,732
2014-03-17T19:27:21.542Z,0,0,0,29,0,53,733
2014-03-17T19:27:31.560Z,0,0,0,56,0,3,732
2014-03-17T19:27:41.574Z,0,0,0,33,0,49,731
2014-03-17T19:27:51.592Z,0,0,0,41,0,54,732
2014-03-17T19:28:01.607Z,0,0,0,51,0,28,732
2014-03-17T19:28:11.621Z,0,0,0,59,0,40,733
2014-03-17T19:28:21.638Z,0,0,0,23,0,0,733
2014-03-17T19:28:31.653Z,0,0,2,34,0,0,732
2014-03-17T19:28:41.667Z,0,0,26,51,0,0,732
2014-03-17T19:28:51.685Z,0,0,0,13,0,0,733
2014-03-17T19:29:01.700Z,0,0,0,86,0,0,732
2014-03-17T19:29:11.714Z,0,0,0,3,0,0,732
2014-03-17T19:29:21.731Z,0,0,0,63,0,0,732
2014-03-17T19:29:31.746Z,0,0,0,4,0,0,732
2014-03-17T19:29:41.764Z,0,0,0,80,0,0,733
2014-03-17T19:29:51.778Z,0,0,0,5,0,0,733
2014-03-17T19:30:01.793Z,0,0,0,100,0,0,732
2014-03-17T19:30:11.811Z,0,0,0,8,0,14,732
2014-03-17T19:30:21.825Z,0,0,0,0,0,0,732
2014-03-17T19:30:31.838Z,0,0,0,50,0,20,732
2014-03-17T19:30:41.857Z,0,0,0,68,0,0,733
2014-03-17T19:30:51.871Z,0,0,0,14,0,0,732
2014-03-17T19:31:01.889Z,0,0,0,100,0,0,732
2014-03-17T19:31:11.904Z,0,0,0,23,0,0,732
2014-03-17T19:31:21.918Z,0,0,0,34,0,0,733
2014-03-17T19:31:31.935Z,0,0,0,62,0,0,732
2014-03-17T19:31:41.949Z,0,0,0,0,6,0,732
2014-03-17T19:31:51.964Z,0,0,0,9,0,0,733
2014-03-17T19:32:01.982Z,0,0,0,100,0,0,732
2014-03-17T19:32:11.996Z,0,0,0,45,7,0,732
2014-03-17T19:32:22.014Z,0,0,0,0,11,0,733
2014-03-17T19:32:32.029Z,0,0,0,86,0,0,731
2014-03-17T19:32:42.043Z,0,0,0,8,0,0,733
2014-03-17T19:32:52.061Z,0,0,0,49,0,0,733
2014-03-17T19:33:02.074Z,0,0,0,100,0,0,732
2014-03-17T19:33:12.090Z,0,0,0,8,0,0,733
2014-03-17T19:33:22.108Z,0,0,0,0,0,0,732
2014-03-17T19:33:32.121Z,0,0,0,100,0,0,733
2014-03-17T19:33:42.139Z,0,0,0,54,0,0,732
2014-03-17T19:33:52.154Z,0,0,0,0,0,0,733
2014-03-17T19:34:02.167Z,0,0,0,100,0,0,733
2014-03-17T19:34:12.185Z,0,0,0,13,0,0,732
2014-03-17T19:34:22.200Z,0,0,0,67,0,0,733
2014-03-17T19:34:32.215Z,0,0,0,22,0,0,732
2014-03-17T19:34:42.232Z,0,0,0,43,0,0,733
2014-03-17T19:34:52.246Z,0,0,0,58,0,33,732
2014-03-17T19:35:02.264Z,0,0,0,36,0,50,732
2014-03-17T19:35:12.278Z,0,0,0,29,0,19,732
2014-03-17T19:35:22.293Z,0,0,0,26,0,26,733
2014-03-17T19:35:32.311Z,0,0,0,72,0,53,732
2014-03-17T19:35:42.326Z,0,0,0,16,0,60,732
2014-03-17T19:35:52.344Z,0,0,0,73,0,71,733
2014-03-17T19:36:02.357Z,0,0,0,10,0,72,733
2014-03-17T19:36:12.371Z,0,0,0,62,0,33,732
2014-03-17T19:36:22.391Z,0,0,0,10,0,0,732
2014-03-17T19:36:32.404Z,0,0,0,80,0,0,732
2014-03-17T19:36:42.418Z,0,0,0,46,0,0,733
2014-03-17T19:36:52.436Z,0,0,0,8,0,0,733
2014-03-17T19:37:02.450Z,0,0,0,62,0,0,732
2014-03-17T19:37:12.464Z,0,0,0,52,0,0,733
2014-03-17T19:37:22.482Z,0,0,0,26,0,0,732
2014-03-17T19:37:32.497Z,0,0,0,44,0,0,733
2014-03-17T19:37:42.515Z,0,0,0,41,0,0,732
2014-03-17T19:37:52.529Z,0,0,0,31,0,0,733
2014-03-17T19:38:02.543Z,27,0,0,56,0,0,732
2014-03-17T19:38:12.561Z,23,0,0,27,0,0,732
2014-03-17T19:38:22.575Z,0,0,0,51,0,0,732
2014-03-17T19:38:32.590Z,0,0,0,37,0,0,733
2014-03-17T19:38:42.608Z,0,0,0,42,0,4,733
2014-03-17T19:38:52.622Z,0,0,0,42,0,76,732
2014-03-17T19:39:02.640Z,0,0,0,37,0,70,732
2014-03-17T19:39:12.654Z,0,0,0,52,0,68,732
2014-03-17T19:39:22.668Z,0,0,0,41,0,73,732
2014-03-17T19:39:32.687Z,0,0,0,32,0,66,732
2014-03-17T19:39:42.701Z,0,0,0,55,0,57,733
2014-03-17T19:39:52.719Z,0,0,0,45,0,67,732
2014-03-17T19:40:02.732Z,0,0,0,34,0,68,732
2014-03-17T19:40:12.751Z,0,0,0,41,0,63,733
2014-03-17T19:40:22.765Z,16,0,0,40,0,71,732
2014-03-17T19:40:32.780Z,0,0,0,40,0,69,733
2014-03-17T19:40:42.797Z,0,0,0,39,0,52,733
2014-03-17T19:40:52.812Z,3,0,0,36,0,51,731
2014-03-17T19:41:02.830Z,16,0,0,44,0,52,732
2014-03-17T19:41:12.844Z,0,0,0,43,0,53,733
2014-03-17T19:41:22.858Z,0,0,0,45,0,52,733
2014-03-17T19:41:32.876Z,0,0,0,46,0,20,732
2014-03-17T19:41:42.891Z,0,0,0,49,0,0,732
2014-03-17T19:41:52.908Z,0,0,0,44,0,0,733
2014-03-17T19:42:02.922Z,0,0,0,42,0,0,733
2014-03-17T19:42:12.937Z,0,14,0,41,0,0,733
2014-03-17T19:42:22.955Z,0,0,0,42,0,0,732
2014-03-17T19:42:32.969Z,0,0,0,39,0,0,732
2014-03-17T19:42:42.983Z,0,0,0,38,0,0,732
2014-03-17T19:42:53.002Z,0,0,0,41,0,0,732
2014-03-17T19:43:03.015Z,0,0,0,47,0,0,732
2014-03-17T19:43:13.033Z,0,0,0,36,0,0,733
2014-03-17T19:43:23.048Z,0,0,0,41,0,0,732
2014-03-17T19:43:33.062Z,0,0,0,47,0,0,732
2014-03-17T19:43:43.080Z,0,0,0,35,0,0,731
2014-03-17T19:43:53.094Z,0,0,0,47,0,0,732
2014-03-17T19:44:03.109Z,0,0,0,40,0,0,732
2014-03-17T19:44:13.126Z,0,0,0,43,0,0,732
2014-03-17T19:44:23.140Z,0,0,0,42,0,0,733
2014-03-17T19:44:33.159Z,0,0,0,42,0,0,732
2014-03-17T19:44:43.172Z,0,0,0,48,0,0,732
2014-03-17T19:44:53.187Z,0,0,0,40,0,0,731
2014-03-17T19:45:03.205Z,0,0,0,47,0,0,733
2014-03-17T19:45:13.220Z,0,0,0,36,0,0,733
2014-03-17T19:45:23.234Z,0,0,0,37,0,0,731
2014-03-17T19:45:33.251Z,0,0,0,45,0,0,732
2014-03-17T19:45:43.265Z,0,0,0,41,0,0,733
2014-03-17T19:45:53.281Z,0,0,0,49,0,0,733
2014-03-17T19:46:03.298Z,0,0,0,42,0,0,733
2014-03-17T19:46:13.312Z,0,0,0,48,0,0,732
2014-03-17T19:46:23.330Z,0,0,0,13,0,0,733
2014-03-17T19:46:33.344Z,0,0,0,67,0,0,733
2014-03-17T19:46:43.358Z,0,0,0,11,0,0,732
2014-03-17T19:46:53.377Z,0,0,0,72,0,0,732
2014-03-17T19:47:03.392Z,0,0,0,0,0,0,733
2014-03-17T19:47:13.405Z,0,0,0,77,0,0,733
2014-03-17T19:47:23.423Z,0,0,0,70,0,0,732
2014-03-17T19:47:33.437Z,0,0,19,0,0,0,732
2014-03-17T19:47:43.451Z,0,0,0,0,0,0,733
2014-03-17T19:47:53.469Z,0,0,0,95,0,0,732
2014-03-17T19:48:03.484Z,0,0,0,100,0,0,732
2014-03-17T19:48:13.502Z,0,0,0,0,0,0,732
2014-03-17T19:48:23.516Z,0,0,0,33,0,0,732
2014-03-17T19:48:33.530Z,0,0,0,100,9,0,732
2014-03-17T19:48:43.548Z,0,0,0,0,17,0,733
2014-03-17T19:48:53.561Z,33,0,0,52,0,0,730
2014-03-17T19:49:03.581Z,9,0,0,35,0,0,732
2014-03-17T19:49:13.595Z,0,0,0,36,0,0,732
2014-03-17T19:49:23.609Z,0,0,0,34,0,0,733
2014-03-17T19:49:33.628Z,0,0,0,38,0,0,732
2014-03-17T19:49:43.641Z,0,0,0,38,0,0,732
2014-03-17T19:49:53.655Z,0,0,7,40,0,0,733
2014-03-17T19:50:03.673Z,0,0,14,42,0,0,731
2014-03-17T19:50:13.688Z,0,0,51,42,11,0,732
2014-03-17T19:50:23.706Z,0,11,76,42,33,0,732
2014-03-17T19:50:33.720Z,0,5,18,42,3,0,732
2014-03-17T19:50:43.733Z,0,0,7,42,10,0,732
2014-03-17T19:50:53.752Z,0,0,0,43,0,0,733
2014-03-17T19:51:03.766Z,0,0,0,33,0,0,732
2014-03-17T19:51:13.784Z,0,0,0,34,0,0,733
2014-03-17T19:51:23.799Z,0,0,13,49,0,0,732
2014-03-17T19:51:33.813Z,0,0,10,47,0,0,732
2014-03-17T19:51:43.831Z,0,0,11,33,0,0,732
2014-03-17T19:51:53.845Z,0,0,33,51,0,0,732
2014-03-17T19:52:03.863Z,0,0,33,34,11,0,732
2014-03-17T19:52:13.878Z,0,0,0,50,14,0,732
2014-03-17T19:52:23.892Z,0,0,0,33,35,0,732
2014-03-17T19:52:33.910Z,0,0,0,42,39,0,732
2014-03-17T19:52:43.924Z,0,0,0,52,0,0,732
2014-03-17T19:52:53.937Z,0,0,0,28,0,0,732
2014-03-17T19:53:03.956Z,0,0,0,42,0,0,733
2014-03-17T19:53:13.971Z,0,0,0,51,14,0,732
2014-03-17T19:53:23.988Z,0,0,25,35,0,0,733
2014-03-17T19:53:34.002Z,0,0,4,40,1,0,732
2014-03-17T19:53:44.017Z,0,0,0,38,0,0,732
2014-03-17T19:53:54.035Z,0,0,0,48,0,0,733
2014-03-17T19:54:04.048Z,0,0,27,47,0,0,733
2014-03-17T19:54:14.062Z,0,0,5,31,0,0,733
2014-03-17T19:54:24.082Z,0,0,0,42,7,0,732
2014-03-17T19:54:34.095Z,0,0,24,49,0,0,732
2014-03-17T19:54:44.113Z,13,0,2,45,0,0,732
2014-03-17T19:54:54.127Z,0,0,0,42,0,0,733
2014-03-17T19:55:04.142Z,0,0,0,40,0,0,733
2014-03-17T19:55:14.159Z,0,0,9,42,4,0,732
2014-03-17T19:55:24.174Z,0,0,9,43,0,0,732
2014-03-17T19:55:34.193Z,0,0,62,39,0,0,732
2014-03-17T19:55:44.207Z,0,0,57,46,0,0,733
2014-03-17T19:55:54.220Z,0,0,50,46,0,0,732
2014-03-17T19:56:04.235Z,4,0,2,33,0,0,732
2014-03-17T19:56:14.252Z,30,0,55,49,0,0,732
2014-03-17T19:56:24.271Z,19,0,11,41,0,0,731
2014-03-17T19:56:34.285Z,0,0,2,45,0,0,732
2014-03-17T19:56:44.300Z,0,0,57,38,0,0,732
2014-03-17T19:56:54.317Z,0,0,59,35,0,0,732
2014-03-17T19:57:04.331Z,0,0,42,42,0,0,733
2014-03-17T19:57:14.349Z,0,0,68,44,0,0,733
2014-03-17T19:57:24.365Z,0,0,63,53,0,0,732
2014-03-17T19:57:34.378Z,0,0,17,30,15,0,732
2014-03-17T19:57:44.396Z,0,0,0,55,0,0,733
2014-03-17T19:57:54.410Z,0,0,0,30,0,0,732
2014-03-17T19:58:04.424Z,0,0,0,55,0,0,733
2014-03-17T19:58:14.442Z,0,0,0,40,39,0,732
2014-03-17T19:58:24.456Z,0,0,0,31,78,0,732
2014-03-17T19:58:34.476Z,0,0,0,44,72,0,733
2014-03-17T19:58:44.489Z,0,2,0,50,35,0,732
2014-03-17T19:58:54.503Z,0,0,0,58,55,0,733
2014-03-17T19:59:04.521Z,0,0,0,31,46,0,732
2014-03-17T19:59:14.535Z,0,0,0,53,50,0,733
2014-03-17T19:59:24.553Z,0,0,0,2,36,0,732
2014-03-17T19:59:34.569Z,0,10,0,79,39,0,732
2014-03-17T19:59:44.582Z,0,0,0,21,52,0,733
2014-03-17T19:59:54.601Z,0,0,0,1,73,0,733
2014-03-17T20:00:04.614Z,0,0,0,100,74,0,733
2014-03-17T20:00:14.632Z,0,5,0,0,49,0,732
2014-03-17T20:00:24.646Z,0,0,0,86,47,0,732
2014-03-17T20:00:34.661Z,0,0,0,0,47,0,732
2014-03-17T20:00:44.679Z,0,0,0,64,26,0,732
2014-03-17T20:00:54.693Z,0,7,0,4,25,0,732
2014-03-17T20:01:04.711Z,0,0,0,66,48,0,732
2014-03-17T20:01:14.724Z,0,2,0,39,56,0,733
2014-03-17T20:01:24.739Z,0,7,0,30,55,0,732
2014-03-17T20:01:34.758Z,0,0,0,100,49,0,732
2014-03-17T20:01:44.771Z,0,10,0,0,69,0,731
2014-03-17T20:01:54.790Z,0,0,0,16,39,0,733
2014-03-17T20:02:04.804Z,0,0,0,100,60,0,732
2014-03-17T20:02:14.818Z,0,0,0,0,57,0,732
2014-03-17T20:02:24.835Z,0,0,0,47,59,0,732
2014-03-17T20:02:34.850Z,0,0,0,45,69,0,733
2014-03-17T20:02:44.869Z,0,0,0,14,27,0,732
2014-03-17T20:02:54.883Z,0,0,0,55,49,0,732
2014-03-17T20:03:04.896Z,0,0,0,54,67,0,732
2014-03-17T20:03:14.915Z,0,0,0,25,75,0,732
2014-03-17T20:03:24.929Z,0,0,0,17,16,0,733
2014-03-17T20:03:34.947Z,0,0,0,55,3,0,732
2014-03-17T20:03:44.961Z,0,0,0,21,8,0,732
2014-03-17T20:03:54.976Z,0,0,0,89,0,0,732
2014-03-17T20:04:04.994Z,0,0,0,19,0,0,732
2014-03-17T20:04:15.007Z,0,0,0,42,0,0,732
2014-03-17T20:04:25.022Z,0,0,0,29,3,0,732
2014-03-17T20:04:35.040Z,0,0,0,44,0,0,732
2014-03-17T20:04:45.054Z,0,0,0,46,0,0,733
2014-03-17T20:04:55.072Z,0,0,0,42,0,0,732
2014-03-17T20:05:05.088Z,0,0,0,42,0,0,732
2014-03-17T20:05:15.101Z,0,0,0,32,0,0,732
2014-03-17T20:05:25.118Z,0,0,0,46,0,0,731
2014-03-17T20:05:35.132Z,0,0,0,42,0,0,732
2014-03-17T20:05:45.147Z,0,0,0,44,0,0,731
2014-03-17T20:05:55.165Z,0,0,0,49,0,0,732
2014-03-17T20:06:05.179Z,2,0,0,46,0,0,732
2014-03-17T20:06:15.197Z,0,0,0,4,0,0,732
2014-03-17T20:06:25.211Z,0,0,0,100,0,0,733
2014-03-17T20:06:35.225Z,0,0,0,14,0,0,732
2014-03-17T20:06:45.244Z,0,17,0,0,0,0,733
2014-03-17T20:06:55.259Z,0,0,0,54,0,0,732
2014-03-17T20:07:05.272Z,0,0,0,95,0,0,732
2014-03-17T20:07:15.290Z,16,0,0,0,0,0,732
2014-03-17T20:07:25.305Z,0,0,0,0,0,0,733
2014-03-17T20:07:35.322Z,0,0,0,100,0,0,730
2014-03-17T20:07:45.336Z,0,0,7,67,0,0,732
2014-03-17T20:07:55.351Z,0,0,7,0,0,0,732
2014-03-17T20:08:05.369Z,0,0,0,37,0,0,732
2014-03-17T20:08:15.383Z,0,0,0,100,0,0,732
2014-03-17T20:08:25.397Z,3,0,0,14,0,0,732
2014-03-17T20:08:35.416Z,0,2,0,62,0,0,732
2014-03-17T20:08:45.429Z,0,10,0,52,0,0,731
2014-03-17T20:08:55.444Z,0,0,0,0,0,0,732
2014-03-17T20:09:05.462Z,0,0,0,85,0,0,732
2014-03-17T20:09:15.476Z,0,6,0,80,0,0,732
2014-03-17T20:09:25.494Z,5,0,0,0,0,0,732
2014-03-17T20:09:35.508Z,0,0,0,0,0,0,732
2014-03-17T20:09:45.522Z,0,0,0,63,0,0,732
2014-03-17T20:09:55.540Z,0,0,0,100,0,0,732
2014-03-17T20:10:05.555Z,5,0,0,32,0,0,732
2014-03-17T20:10:15.570Z,26,0,0,0,0,0,732
2014-03-17T20:10:25.589Z,16,19,0,0,0,0,731
2014-03-17T20:10:35.601Z,0,14,0,3,0,0,732
2014-03-17T20:10:45.619Z,0,7,0,100,0,0,732
2014-03-17T20:10:55.633Z,0,0,0,100,0,0,732
2014-03-17T20:11:05.648Z,0,4,0,100,0,0,732
2014-03-17T20:11:15.666Z,5,9,0,65,0,0,732
2014-03-17T20:11:25.680Z,0,0,0,0,0,0,733
